datetime,PM2.5,NO2,TEMP,PRES,DEWP,WSPM
2013-03-07 18:00:00,318.0,143.0,13.0,1000.0,0.0,1.5
2013-03-07 19:00:00,404.0,183.0,11.2,1000.0,0.6,0.4
2013-03-07 20:00:00,256.0,182.5,9.95,999.75,0.25,0.475
2013-03-07 21:00:00,285.75,208.0,8.175,999.75,0.1,0.44999999999999996
2013-03-07 22:00:00,391.75,216.25,7.675,1000.25,0.15781250000000002,0.8250000000000001
2013-03-07 23:00:00,454.0,209.25,6.55,1000.175,0.215625,0.55
2013-03-08 00:00:00,440.5,205.25,5.375,1000.15,0.2734375,1.0
2013-03-08 01:00:00,414.0,181.75,5.1,1000.325,0.33125000000000004,0.9500000000000001
2013-03-08 02:00:00,372.5,170.75,4.0,1000.075,0.38906250000000003,0.4
2013-03-08 03:00:00,329.25,168.25,3.625,999.925,0.446875,0.85
2013-03-08 07:00:00,296.6666666666667,152.0,5.7,1000.4,0.5,1.0
2013-03-08 08:00:00,288.6666666666667,151.66666666666666,10.9,1000.7999999999998,1.3999999999999997,0.6999999999999998
2013-03-08 09:00:00,232.33333333333334,172.33333333333334,16.9,1001.1,1.3999999999999997,1.0
2013-03-08 10:00:00,305.6666666666667,195.99306666666666,19.1,1000.9,1.3999999999999997,1.8999999999999997
2013-03-08 11:00:00,247.0,184.66666666666666,20.5,1000.5,1.3999999999999997,4.4
2013-03-08 12:00:00,187.25,127.25,20.7,1000.15,1.45,3.625
2013-03-08 13:00:00,181.75,99.0043,18.925,999.45,1.275,3.975
2013-03-08 14:00:00,243.25,105.0,16.066666666666666,998.3583333333332,1.1760299625468165,4.758333333333334
2013-03-08 15:00:00,311.75,120.08333333333333,13.533333333333333,999.125,0.8520599250936329,3.516666666666667
2013-03-08 16:00:00,211.0,92.0,11.9,999.5749999999999,0.5034549992023155,2.725
2013-03-08 17:00:00,135.33333333333334,68.83333333333333,10.458333333333334,999.5749999999999,0.5104056288665537,2.7583333333333333
2013-03-08 18:00:00,101.16666666666667,61.166666666666664,9.383333333333333,1000.225,0.5173562585307919,1.5083333333333335
2013-03-08 19:00:00,86.0,62.166666666666664,8.383333333333333,1000.15,0.52430688819503,1.7416666666666665
2013-03-08 20:00:00,91.875,65.75,7.8625,999.5,0.2735716700473293,1.5625
2013-03-08 21:00:00,86.0,63.5,7.1375,999.1375,0.2824526707234618,1.475
2013-03-08 22:00:00,75.5,75.75,6.35,998.525,0.125,0.925
2013-03-12 04:00:00,116.33333333333333,83.33333333333333,4.383333333333334,1006.3333333333334,1.05,1.0333333333333334
2013-03-12 05:00:00,135.88888888888889,82.55555555555556,4.466666666666667,1006.8555555555556,1.2222222222222223,1.3555555555555554
2013-03-12 06:00:00,132.33333333333334,85.16666666666667,3.766666666666666,1006.1833333333334,1.9583333333333333,0.7000000000000001
2013-03-12 07:00:00,119.91666666666667,81.75,3.158333333333333,1006.5749999999999,1.75,0.9416666666666665
2013-03-12 08:00:00,112.0,79.5,3.091666666666667,1006.5666666666666,1.8666666666666665,1.3416666666666668
2013-03-12 09:00:00,109.16666666666667,78.08333333333333,3.3249999999999997,1006.2916666666666,2.091666666666667,1.1833333333333333
2013-03-12 10:00:00,117.75,79.33333333333333,3.6333333333333333,1006.5583333333334,2.2666666666666666,0.8166666666666668
2013-03-12 11:00:00,128.25,80.33333333333333,4.1000000000000005,1006.3666666666667,2.4499999999999997,1.325
2013-03-12 12:00:00,137.33333333333334,80.375,4.675,1006.3166666666666,2.5416666666666665,1.1666666666666667
2013-03-12 13:00:00,142.08333333333334,78.33333333333333,5.233333333333333,1006.475,2.716666666666667,1.5416666666666667
2013-03-12 14:00:00,138.58333333333334,75.91666666666667,5.6000000000000005,1006.8916666666668,2.9916666666666667,1.7666666666666666
2013-03-12 15:00:00,134.75,71.83333333333333,6.233333333333333,1007.1166666666667,3.35,1.5250000000000001
2013-03-12 16:00:00,136.66666666666666,73.75,6.783333333333334,1007.6916666666667,3.3333333333333335,0.7666666666666667
2013-03-12 17:00:00,138.75,82.25,6.533333333333334,1009.0500000000001,3.358333333333333,0.875
2013-03-12 18:00:00,143.0,89.70833333333333,5.575,1010.6583333333333,3.091666666666667,0.9916666666666667
2013-03-12 19:00:00,144.83333333333334,93.08333333333333,4.183333333333333,1012.1750000000001,2.5,0.9916666666666667
2013-03-12 20:00:00,141.25,88.16666666666667,4.241666666666666,1013.9916666666667,2.436738906088751,1.0
2013-03-12 21:00:00,127.0,78.25,4.3,1015.3666666666667,2.3818111455108357,1.4166666666666667
2013-03-12 22:00:00,102.75,67.0,3.8833333333333333,1016.5083333333333,1.5479252345085717,1.5666666666666667
2013-03-12 23:00:00,78.83333333333333,57.916666666666664,4.583333333333333,1017.4,1.5307738327781302,1.9583333333333333
2013-03-13 00:00:00,35.333333333333336,39.0,3.8083333333333336,1018.2333333333332,1.5136224310476887,1.9000000000000001
2013-03-13 01:00:00,14.75,26.083333333333332,3.025,1018.6583333333333,1.4964710293172472,2.3583333333333334
2013-03-13 02:00:00,7.888888888888889,22.22222222222222,2.5555555555555554,1019.8555555555556,1.3628630466207288,1.9333333333333331
2013-03-13 03:00:00,8.0,20.666666666666668,1.8555555555555554,1020.3888888888889,1.3465648584173606,1.4444444444444444
2013-03-13 04:00:00,5.5,26.0,0.5,1021.5500000000001,1.3508141112618726,1.05
2013-03-15 16:00:00,226.4,138.2,11.28,1011.3,0.32,2.68
2013-03-15 17:00:00,250.44444444444446,101.11111111111111,10.733333333333333,1012.0555555555555,0.6000000000000001,1.6777777777777778
2013-03-15 18:00:00,267.6666666666667,103.66666666666667,9.622222222222222,1012.6666666666666,0.9444444444444444,0.8888888888888888
2013-03-15 19:00:00,279.1111111111111,112.22222222222223,7.633333333333334,1013.2333333333333,1.1555555555555557,0.6222222222222222
2013-03-15 20:00:00,290.55555555555554,123.55555555555556,6.555555555555555,1014.2555555555555,1.322222222222222,0.15555555555555556
2013-03-15 21:00:00,290.44444444444446,131.22222222222223,6.588888888888889,1015.0777777777779,1.0555555555555556,0.7000000000000001
2013-03-15 22:00:00,293.1111111111111,125.33333333333333,6.833333333333333,1015.8222222222222,0.9555555555555555,0.5555555555555556
2013-03-15 23:00:00,289.0,133.0,6.911111111111111,1016.0888888888888,0.8222222222222222,1.2111111111111112
2013-03-16 00:00:00,317.55555555555554,143.66666666666666,6.277777777777778,1016.2444444444445,0.6777777777777777,0.9777777777777779
2013-03-16 01:00:00,318.6666666666667,137.77777777777777,6.344444444444445,1016.5666666666667,0.26928104575163403,1.5666666666666667
2013-03-16 02:00:00,289.55555555555554,124.22222222222223,5.98888888888889,1016.9666666666667,0.2691176470588235,1.5222222222222221
2013-03-16 03:00:00,282.8888888888889,116.88888888888889,5.933333333333334,1017.5,0.3133986928104575,1.6222222222222225
2013-03-16 04:00:00,279.6666666666667,114.88888888888889,5.111111111111111,1018.3333333333334,0.41323529411764703,1.6
2013-03-16 05:00:00,277.6666666666667,104.0,5.51111111111111,1019.1222222222223,0.36122004357298476,1.3666666666666667
2013-03-16 06:00:00,276.22222222222223,99.33333333333333,5.344444444444445,1019.8888888888889,0.4425381263616558,1.4222222222222223
2013-03-16 07:00:00,282.125,98.375,6.4125,1020.5125,0.55625,0.35
2013-03-16 08:00:00,261.2857142857143,93.0,8.128571428571428,1019.3571428571429,0.7142857142857143,0.9285714285714286
2013-03-16 09:00:00,260.8333333333333,91.33333333333333,10.833333333333334,1019.6,0.44166666666666665,1.05
2013-03-16 10:00:00,269.0,99.16666666666667,12.716666666666667,1019.0500000000001,0.09999999999999999,2.3166666666666664
2013-03-16 11:00:00,263.5,94.83333333333333,13.533333333333333,1018.4499999999999,0.14583333333333334,1.9166666666666667
2013-03-16 12:00:00,198.5,75.66666666666667,14.166666666666666,1017.1666666666666,0.19166666666666665,1.8
2013-03-16 13:00:00,181.33333333333334,64.33333333333333,14.216666666666667,1016.1,0.23749999999999996,2.533333333333333
2013-03-16 14:00:00,161.16666666666666,61.666666666666664,14.333333333333334,1015.2833333333333,0.2833333333333333,2.1333333333333333
2013-03-16 15:00:00,150.28571428571428,64.0,13.571428571428571,1014.2857142857143,0.7857142857142857,2.4285714285714284
2013-03-16 16:00:00,169.71428571428572,72.42857142857143,12.971428571428572,1013.6142857142858,1.0142857142857142,2.1
2013-03-16 17:00:00,175.36363636363637,81.18181818181819,12.354545454545455,1014.6181818181817,1.4909090909090907,1.9363636363636365
2013-03-16 18:00:00,199.83333333333334,94.08333333333333,11.466666666666667,1014.0749999999999,1.7083333333333333,1.9749999999999999
2013-03-16 19:00:00,213.25,108.0,10.475,1014.3416666666667,1.991666666666667,1.8
2013-03-16 20:00:00,227.83333333333334,96.0,9.616666666666665,1014.225,1.8666666666666665,1.75
2013-03-16 21:00:00,238.83333333333334,94.91666666666667,8.791666666666666,1013.6833333333334,1.4833333333333334,1.9666666666666668
2013-03-16 22:00:00,224.25,93.0,7.933333333333334,1012.8833333333333,1.3958333333333333,1.3333333333333333
2013-03-16 23:00:00,205.0,91.25,7.491666666666667,1012.2083333333334,1.25,1.2750000000000001
2013-03-17 00:00:00,184.83333333333334,89.91666666666667,7.05,1011.7666666666668,1.1666666666666667,0.8833333333333333
2013-03-17 01:00:00,193.75,94.58333333333333,6.483333333333333,1010.9666666666667,1.0652777777777778,1.0416666666666667
2013-03-17 02:00:00,203.5,83.16666666666667,5.983333333333333,1009.5,1.138888888888889,1.3416666666666668
2013-03-17 03:00:00,210.33333333333334,82.5,6.425,1008.4583333333334,1.1125,0.8250000000000001
2013-03-17 04:00:00,204.58333333333334,82.0,5.833333333333333,1007.7166666666667,1.1444444444444446,0.5666666666666667
2013-03-17 05:00:00,199.91666666666666,84.08333333333333,5.3999999999999995,1007.1666666666666,1.2930555555555554,0.7416666666666667
2013-03-17 06:00:00,190.0,87.33333333333333,4.441666666666666,1005.85,1.0833333333333333,0.8083333333333332
2013-03-17 07:00:00,199.08333333333334,89.33333333333333,5.491666666666666,1005.475,1.45,0.7833333333333333
2013-03-17 08:00:00,195.08333333333334,86.91666666666667,7.375,1005.1166666666667,1.4777777777777779,0.9583333333333334
2013-03-17 09:00:00,212.0,93.83333333333333,8.85,1004.3666666666667,1.6722222222222223,1.2166666666666666
2013-03-17 10:00:00,234.16666666666666,104.08333333333333,10.25,1003.1416666666668,1.9333333333333333,1.1166666666666667
2013-03-17 11:00:00,248.66666666666666,112.75,12.025,1001.4583333333334,2.283333333333333,1.4166666666666667
2013-03-17 12:00:00,265.9166666666667,114.25,13.566666666666668,999.75,2.375,1.6083333333333334
2013-03-17 13:00:00,296.6666666666667,116.33333333333333,14.65,998.2583333333333,2.7416666666666667,1.7583333333333335
2013-03-17 14:00:00,330.1666666666667,112.58333333333333,15.416666666666666,997.1,3.016666666666667,1.7583333333333335
2013-03-17 15:00:00,348.9166666666667,114.41666666666667,15.183333333333332,996.3166666666666,3.233333333333333,1.5083333333333335
2013-03-17 16:00:00,359.5,112.58333333333333,15.133333333333333,995.6750000000001,3.3333333333333335,0.7999999999999999
2013-03-17 17:00:00,361.5,117.66666666666667,13.924999999999999,995.6666666666666,3.858333333333333,0.9500000000000001
2013-03-17 18:00:00,361.0,122.91666666666667,12.016666666666666,995.6333333333333,3.8833333333333333,1.0166666666666668
2013-03-17 19:00:00,366.3333333333333,141.41666666666666,9.85,995.8833333333333,3.891666666666667,0.625
2013-03-17 20:00:00,394.5833333333333,168.66666666666666,10.383333333333333,996.0083333333333,3.875,1.1416666666666668
2013-03-17 21:00:00,411.8333333333333,171.75,10.083333333333334,996.0500000000001,3.608333333333333,1.2666666666666666
2013-03-17 22:00:00,424.5,173.16666666666666,8.924999999999999,995.6083333333332,3.4916666666666667,1.075
2013-03-17 23:00:00,423.6666666666667,161.58333333333334,8.108333333333333,995.725,3.341666666666667,1.45
2013-03-18 00:00:00,430.0,145.83333333333334,9.0,995.8916666666668,2.850925925925926,1.7666666666666666
2013-03-18 01:00:00,381.75,130.83333333333334,9.833333333333334,996.1416666666668,2.7819776483800873,2.2083333333333335
2013-03-18 02:00:00,311.5833333333333,106.16666666666667,10.358333333333333,996.1083333333332,2.6546960375009157,2.5083333333333333
2013-03-18 03:00:00,112.91666666666667,42.25,10.758333333333333,996.3333333333334,2.6002085442688023,4.258333333333334
2013-03-18 04:00:00,72.16666666666667,37.583333333333336,9.933333333333334,997.0416666666666,2.5457210510366894,4.033333333333333
2013-03-18 05:00:00,26.083333333333332,17.5,8.5,998.9833333333332,2.4912335578045766,4.516666666666667
2013-03-18 06:00:00,13.1,14.5,7.44,1001.0200000000001,2.6463174997091783,4.96
2013-03-18 07:00:00,5.5,15.0,6.800000000000001,1002.35,1.7838235294117646,4.05
2013-03-18 08:00:00,6.5,16.0,7.449999999999999,1003.0,1.7705882352941178,4.15
2013-03-19 11:00:00,53.0,21.5,2.0,1004.8,0.1,0.9
2013-03-19 12:00:00,50.25,27.0,2.65,1005.825,1.0499999999999998,1.9
